date,time,temp,dewPointTemp,humid,ap,visibility,windDirection,windSpeed,gustSpeed,Precip,event,situation
2010/5/29,11:00 AM,17 °C,3 °C,28%,1012 hPa,20 km,WNW,7.2 km/h /,-,-,,Scattered Clouds
2010/5/29,2:00 PM,20 °C,4 °C,25%,1010 hPa,20 km,NW,7.2 km/h /,-,-,,Mostly Cloudy
2010/5/29,5:00 PM,21 °C,3 °C,20%,1008 hPa,20 km,WNW,7.2 km/h /,-,-,,Mostly Cloudy
2010/5/29,8:00 PM,21 °C,3 °C,20%,1008 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2010/5/29,11:00 PM,14 °C,1 °C,29%,1015 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2010/5/30,2:00 AM,13 °C,2 °C,34%,1017 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2010/5/30,5:00 AM,9 °C,0 °C,43%,1020 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2010/5/30,8:00 AM,13 °C,2 °C,38%,1018 hPa,20 km,Calm,Calm,-,-,,
2010/5/30,2:00 PM,23 °C,5 °C,20%,1008 hPa,20 km,NE,7.2 km/h /,-,-,,Mostly Cloudy
2010/5/30,5:00 PM,24 °C,5 °C,18%,1005 hPa,20 km,NE,7.2 km/h /,-,-,,Mostly Cloudy
2010/5/30,8:00 PM,22 °C,1 °C,15%,1006 hPa,20 km,West,7.2 km/h /,-,-,,Partly Cloudy
2010/5/30,11:00 PM,16 °C,2 °C,25%,1011 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2010/6/1,2:00 AM,14 °C,2 °C,31%,1010 hPa,20 km,West,7.2 km/h /,-,-,,Partly Cloudy
2010/6/1,5:00 AM,13 °C,3 °C,39%,1011 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2010/6/1,8:00 AM,16 °C,5 °C,35%,1010 hPa,20 km,West,7.2 km/h /,-,-,,Scattered Clouds
2010/6/1,11:00 AM,21 °C,5 °C,24%,1006 hPa,20 km,WSW,7.2 km/h /,-,-,,Mostly Cloudy
2010/6/1,2:00 PM,22 °C,3 °C,18%,1004 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2010/6/1,5:00 PM,20 °C,8 °C,33%,1005 hPa,20 km,Calm,Calm,-,-,Rain,Light Rain
2010/6/1,8:00 PM,20 °C,6 °C,28%,1004 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2010/6/1,11:00 PM,16 °C,6 °C,40%,1008 hPa,20 km,West,7.2 km/h /,-,-,,Mostly Cloudy
2010/6/2,2:00 AM,14 °C,4 °C,44%,1009 hPa,20 km,West,14.4 km/h /,-,-,,Mostly Cloudy
2010/6/2,5:00 AM,12 °C,4 °C,51%,1012 hPa,20 km,SW,7.2 km/h /,-,-,,Mostly Cloudy
2010/6/2,8:00 AM,13 °C,4 °C,44%,1012 hPa,20 km,South,7.2 km/h /,-,-,,Partly Cloudy
2010/6/2,11:00 AM,13 °C,3 °C,39%,1014 hPa,20 km,NE,7.2 km/h /,-,-,,Mostly Cloudy
2010/6/2,2:00 PM,16 °C,3 °C,32%,1011 hPa,20 km,East,14.4 km/h /,-,-,,Partly Cloudy
2010/6/2,5:00 PM,13 °C,4 °C,42%,1014 hPa,20 km,ENE,7.2 km/h /,-,-,,Mostly Cloudy
2010/6/2,8:00 PM,10 °C,6 °C,74%,1016 hPa,20 km,SE,7.2 km/h /,-,-,Rain,Light Rain
2010/6/2,11:00 PM,10 °C,4 °C,59%,1017 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2010/6/3,2:00 AM,9 °C,1 °C,44%,1018 hPa,20 km,East,7.2 km/h /,-,-,,Mostly Cloudy
2010/6/3,5:00 AM,8 °C,-0 °C,45%,1019 hPa,20 km,West,14.4 km/h /,-,-,,Mostly Cloudy
2010/6/3,8:00 AM,9 °C,1 °C,48%,1018 hPa,20 km,West,7.2 km/h /,-,-,,Scattered Clouds
2010/6/3,11:00 AM,14 °C,2 °C,35%,1015 hPa,20 km,West,7.2 km/h /,-,-,,Scattered Clouds
2010/6/3,2:00 PM,16 °C,1 °C,24%,1012 hPa,20 km,South,14.4 km/h /,-,-,,Partly Cloudy
2010/6/3,5:00 PM,19 °C,-1 °C,15%,1009 hPa,20 km,West,7.2 km/h /,-,-,,Partly Cloudy
2010/6/3,8:00 PM,19 °C,-4 °C,12%,1009 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2010/6/3,11:00 PM,11 °C,2 °C,42%,1019 hPa,20 km,North,7.2 km/h /,-,-,,Mostly Cloudy
2010/6/4,2:00 AM,11 °C,2 °C,42%,1019 hPa,20 km,North,7.2 km/h /,-,-,,Mostly Cloudy
2010/6/4,5:00 AM,10 °C,2 °C,46%,1020 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2010/6/4,8:00 AM,10 °C,2 °C,48%,1020 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2010/6/4,11:00 AM,14 °C,1 °C,30%,1017 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2010/6/4,2:00 PM,17 °C,3 °C,27%,1012 hPa,20 km,NE,7.2 km/h /,-,-,,Mostly Cloudy
2010/6/4,5:00 PM,19 °C,2 °C,21%,1008 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2010/6/4,8:00 PM,20 °C,3 °C,22%,1008 hPa,20 km,East,7.2 km/h /,-,-,,Mostly Cloudy
2010/6/4,11:00 PM,15 °C,3 °C,34%,1011 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2010/6/5,2:00 AM,11 °C,-0 °C,32%,1013 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2010/6/5,5:00 AM,10 °C,0 °C,41%,1014 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2010/6/5,8:00 AM,14 °C,1 °C,32%,1011 hPa,20 km,West,7.2 km/h /,-,-,,Scattered Clouds
2010/6/5,11:00 AM,18 °C,-1 °C,17%,1009 hPa,20 km,West,7.2 km/h /,-,-,,Scattered Clouds
2010/6/5,2:00 PM,20 °C,0 °C,16%,1005 hPa,20 km,West,14.4 km/h /,-,-,,Mostly Cloudy
2010/6/5,5:00 PM,21 °C,2 °C,18%,1001 hPa,20 km,NW,14.4 km/h /,-,-,,Mostly Cloudy
2010/6/5,8:00 PM,19 °C,4 °C,25%,1003 hPa,20 km,West,7.2 km/h /,-,-,,Mostly Cloudy
2010/6/5,11:00 PM,13 °C,3 °C,39%,1008 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2010/6/6,2:00 AM,-,-,%,1006 hPa,10 km,Calm,Calm,-,-,Rain,Light Rain
2010/6/6,5:00 AM,8 °C,1 °C,49%,1013 hPa,20 km,Calm,Calm,-,-,Rain,Rain
2010/6/6,8:00 AM,7 °C,-1 °C,45%,1017 hPa,10 km,NE,14.4 km/h /,-,-,,Mostly Cloudy
2010/6/6,11:00 AM,8 °C,-1 °C,40%,1015 hPa,20 km,East,7.2 km/h /,-,-,,Mostly Cloudy
2010/6/6,2:00 PM,11 °C,-2 °C,28%,1013 hPa,20 km,East,7.2 km/h /,-,-,,Mostly Cloudy
2010/6/6,5:00 PM,9 °C,0 °C,40%,1015 hPa,20 km,South,14.4 km/h /,-,-,,Mostly Cloudy
2010/6/6,8:00 PM,10 °C,-3 °C,26%,1015 hPa,20 km,East,14.4 km/h /,-,-,,Mostly Cloudy
2010/6/6,11:00 PM,7 °C,-3 °C,34%,1016 hPa,20 km,North,21.6 km/h /,-,-,,Mostly Cloudy
2010/6/7,2:00 AM,6 °C,-3 °C,40%,1022 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2010/6/7,5:00 AM,5 °C,-2 °C,50%,1022 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2010/6/7,8:00 AM,6 °C,-3 °C,40%,1023 hPa,20 km,Calm,Calm,-,-,,
2010/6/7,11:00 AM,10 °C,-0 °C,37%,1020 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2010/6/7,2:00 PM,14 °C,-1 °C,25%,1016 hPa,20 km,West,7.2 km/h /,-,-,,Scattered Clouds
2010/6/7,5:00 PM,16 °C,-0 °C,22%,1014 hPa,20 km,West,7.2 km/h /,-,-,,Partly Cloudy
2010/6/7,8:00 PM,15 °C,-4 °C,16%,1014 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2010/6/7,11:00 PM,11 °C,-2 °C,30%,1018 hPa,20 km,Calm,Calm,-,-,,
2010/6/8,2:00 AM,9 °C,-5 °C,26%,1020 hPa,20 km,Calm,Calm,-,-,,
2010/6/8,5:00 AM,4 °C,-3 °C,48%,1023 hPa,20 km,Calm,Calm,-,-,,
2010/6/8,8:00 AM,8 °C,-4 °C,32%,1020 hPa,20 km,Calm,Calm,-,-,,
2010/6/8,11:00 AM,14 °C,-4 °C,17%,1016 hPa,20 km,Calm,Calm,-,-,,
2010/6/8,2:00 PM,18 °C,-3 °C,13%,1010 hPa,20 km,Calm,Calm,-,-,,Clear
2010/6/8,5:00 PM,21 °C,-4 °C,10%,1006 hPa,20 km,Calm,Calm,-,-,,Clear
2010/6/8,8:00 PM,22 °C,1 °C,14%,1004 hPa,20 km,NW,7.2 km/h /,-,-,,Mostly Cloudy
2010/6/8,11:00 PM,15 °C,3 °C,31%,1008 hPa,20 km,Calm,Calm,-,-,,
2010/6/9,2:00 AM,13 °C,1 °C,31%,1010 hPa,20 km,Calm,Calm,-,-,,
2010/6/9,5:00 AM,8 °C,1 °C,47%,1012 hPa,20 km,Calm,Calm,-,-,,
2010/6/9,8:00 AM,10 °C,1 °C,39%,1010 hPa,20 km,Calm,Calm,-,-,,
2010/6/9,11:00 AM,20 °C,2 °C,20%,1005 hPa,20 km,Calm,Calm,-,-,,
2010/6/9,2:00 PM,24 °C,4 °C,18%,1000 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2010/6/9,5:00 PM,26 °C,3 °C,14%,997 hPa,20 km,SW,14.4 km/h /,-,-,,Scattered Clouds
2010/6/9,8:00 PM,26 °C,3 °C,13%,996 hPa,20 km,SW,7.2 km/h /,-,-,,Mostly Cloudy
2010/6/9,11:00 PM,21 °C,3 °C,20%,1000 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2010/6/10,2:00 AM,16 °C,3 °C,29%,1003 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2010/6/10,5:00 AM,13 °C,1 °C,33%,1005 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2010/6/10,8:00 AM,17 °C,3 °C,27%,1003 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2010/6/10,11:00 AM,22 °C,3 °C,19%,999 hPa,20 km,West,7.2 km/h /,-,-,,Scattered Clouds
2010/6/10,2:00 PM,24 °C,6 °C,20%,998 hPa,20 km,West,14.4 km/h /,-,-,,Partly Cloudy
2010/6/10,5:00 PM,25 °C,3 °C,15%,996 hPa,20 km,NW,14.4 km/h /,-,-,,Mostly Cloudy
2010/6/10,8:00 PM,22 °C,5 °C,22%,998 hPa,20 km,NE,7.2 km/h /,-,-,,Mostly Cloudy
2010/6/10,11:00 PM,18 °C,6 °C,34%,1003 hPa,20 km,East,14.4 km/h /,-,-,,Mostly Cloudy
2010/6/11,2:00 AM,14 °C,6 °C,49%,1008 hPa,20 km,North,21.6 km/h /,-,-,,Mostly Cloudy
2010/6/11,5:00 AM,13 °C,4 °C,42%,1010 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2010/6/11,8:00 AM,12 °C,6 °C,62%,1012 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2010/6/11,11:00 AM,14 °C,3 °C,36%,1010 hPa,20 km,NE,14.4 km/h /,-,-,,Mostly Cloudy
2010/6/11,2:00 PM,18 °C,5 °C,30%,1008 hPa,20 km,NE,7.2 km/h /,-,-,,Partly Cloudy
2010/6/11,5:00 PM,21 °C,8 °C,29%,1003 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2010/6/11,8:00 PM,21 °C,5 °C,23%,1002 hPa,20 km,East,7.2 km/h /,-,-,,Scattered Clouds
2010/6/11,11:00 PM,16 °C,5 °C,35%,1006 hPa,20 km,East,7.2 km/h /,-,-,,Scattered Clouds
2010/6/12,2:00 AM,13 °C,3 °C,37%,1010 hPa,20 km,Calm,Calm,-,-,,
2010/6/12,5:00 AM,9 °C,2 °C,49%,1012 hPa,20 km,Calm,Calm,-,-,,Clear
2010/6/12,8:00 AM,11 °C,3 °C,45%,1011 hPa,20 km,Calm,Calm,-,-,,Clear
2010/6/12,11:00 AM,19 °C,6 °C,30%,1006 hPa,20 km,Calm,Calm,-,-,,Clear
2010/6/12,2:00 PM,24 °C,5 °C,19%,999 hPa,20 km,West,7.2 km/h /,-,-,,Scattered Clouds
2010/6/12,5:00 PM,26 °C,2 °C,12%,997 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2010/6/12,8:00 PM,23 °C,6 °C,21%,999 hPa,20 km,NW,36.0 km/h /,-,-,,Mostly Cloudy
2010/6/12,11:00 PM,20 °C,5 °C,26%,1000 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2010/6/13,2:00 AM,16 °C,4 °C,33%,1003 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2010/6/13,5:00 AM,14 °C,4 °C,40%,1004 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2010/6/13,8:00 AM,15 °C,6 °C,40%,1002 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2010/6/13,11:00 AM,21 °C,8 °C,32%,998 hPa,20 km,SW,14.4 km/h /,-,-,,Mostly Cloudy
2010/6/13,2:00 PM,19 °C,8 °C,38%,1000 hPa,20 km,West,3.6 km/h /,-,-,,Mostly Cloudy
2010/6/13,5:00 PM,22 °C,8 °C,31%,998 hPa,20 km,WNW,10.8 km/h /,-,-,,Mostly Cloudy
2010/6/13,8:00 PM,19 °C,7 °C,34%,1002 hPa,20 km,NW,7.2 km/h /,-,-,,Mostly Cloudy
2010/6/13,11:00 PM,12 °C,6 °C,59%,1009 hPa,20 km,West,7.2 km/h /,-,-,Rain,Light Rain
2010/6/14,2:00 AM,8 °C,5 °C,70%,1013 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2010/6/14,5:00 AM,6 °C,3 °C,72%,1014 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2010/6/14,8:00 AM,9 °C,2 °C,50%,1015 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2010/6/14,11:00 AM,12 °C,2 °C,37%,1013 hPa,20 km,East,7.2 km/h /,-,-,,Partly Cloudy
2010/6/14,2:00 PM,17 °C,3 °C,28%,1008 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2010/6/14,5:00 PM,20 °C,2 °C,19%,1004 hPa,20 km,East,14.4 km/h /,-,-,,Mostly Cloudy
2010/6/14,8:00 PM,19 °C,5 °C,28%,1006 hPa,20 km,NE,7.2 km/h /,-,-,,Mostly Cloudy
2010/6/14,11:00 PM,14 °C,0 °C,28%,1011 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2010/6/15,2:00 AM,10 °C,1 °C,42%,1015 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2010/6/15,5:00 AM,7 °C,-0 °C,48%,1018 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2010/6/15,8:00 AM,11 °C,2 °C,43%,1016 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2010/6/15,11:00 AM,18 °C,6 °C,35%,1012 hPa,20 km,Calm,Calm,-,-,,
2010/6/15,2:00 PM,20 °C,6 °C,28%,1009 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2010/6/15,5:00 PM,23 °C,6 °C,23%,1005 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2010/6/15,8:00 PM,24 °C,4 °C,18%,1005 hPa,20 km,East,7.2 km/h /,-,-,,Scattered Clouds
2010/6/15,11:00 PM,18 °C,4 °C,29%,1009 hPa,20 km,East,7.2 km/h /,-,-,,
2010/6/16,2:00 AM,14 °C,4 °C,39%,1010 hPa,20 km,Calm,Calm,-,-,,
2010/6/16,5:00 AM,11 °C,2 °C,42%,1012 hPa,20 km,Calm,Calm,-,-,,
2010/6/16,8:00 AM,13 °C,4 °C,42%,1011 hPa,20 km,Calm,Calm,-,-,,
2010/6/16,11:00 AM,21 °C,7 °C,30%,1004 hPa,20 km,Calm,Calm,-,-,,
2010/6/16,2:00 PM,25 °C,6 °C,19%,1000 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2010/6/16,5:00 PM,28 °C,4 °C,13%,996 hPa,20 km,ENE,7.2 km/h /,-,-,,Scattered Clouds
2010/6/16,8:00 PM,28 °C,7 °C,17%,994 hPa,20 km,East,10.8 km/h /,-,-,,Scattered Clouds
2010/6/16,11:00 PM,23 °C,8 °C,26%,999 hPa,20 km,South,7.2 km/h /,-,-,,Mostly Cloudy
2010/6/17,2:00 AM,20 °C,7 °C,31%,1001 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2010/6/17,5:00 AM,18 °C,6 °C,35%,1003 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2010/6/17,8:00 AM,20 °C,8 °C,33%,1003 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2010/6/17,11:00 AM,25 °C,11 °C,30%,1000 hPa,20 km,Calm,Calm,-,-,,Clear
2010/6/17,2:00 PM,27 °C,10 °C,25%,997 hPa,20 km,NE,7.2 km/h /,-,-,,Scattered Clouds
2010/6/17,5:00 PM,28 °C,10 °C,22%,996 hPa,20 km,East,7.2 km/h /,-,-,,Partly Cloudy
2010/6/17,8:00 PM,28 °C,8 °C,20%,994 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2010/6/17,11:00 PM,22 °C,8 °C,28%,999 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2010/6/18,2:00 AM,19 °C,6 °C,33%,1002 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2010/6/18,5:00 AM,18 °C,8 °C,39%,1004 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2010/6/18,8:00 AM,20 °C,10 °C,40%,1004 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2010/6/18,11:00 AM,24 °C,10 °C,30%,1003 hPa,20 km,East,7.2 km/h /,-,-,,Scattered Clouds
2010/6/18,2:00 PM,26 °C,11 °C,28%,1002 hPa,20 km,East,7.2 km/h /,-,-,,Scattered Clouds
2010/6/18,5:00 PM,28 °C,11 °C,25%,998 hPa,20 km,East,14.4 km/h /,-,-,,Partly Cloudy
2010/6/18,8:00 PM,27 °C,12 °C,28%,999 hPa,20 km,ENE,7.2 km/h /,-,-,,Scattered Clouds
2010/6/18,11:00 PM,21 °C,8 °C,30%,1004 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2010/6/19,2:00 AM,19 °C,7 °C,35%,1007 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2010/6/19,5:00 AM,16 °C,8 °C,46%,1008 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2010/6/19,8:00 AM,18 °C,9 °C,44%,1008 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2010/6/19,11:00 AM,25 °C,12 °C,33%,1003 hPa,20 km,East,7.2 km/h /,-,-,,Scattered Clouds
2010/6/19,2:00 PM,29 °C,14 °C,29%,1000 hPa,20 km,SE,14.4 km/h /,-,-,,Mostly Cloudy
2010/6/19,5:00 PM,29 °C,13 °C,28%,997 hPa,20 km,East,14.4 km/h /,-,-,,Mostly Cloudy
2010/6/19,8:00 PM,22 °C,8 °C,29%,1004 hPa,10 km,ENE,36.0 km/h /,-,-,,Partly Cloudy
2010/6/20,2:00 AM,17 °C,6 °C,40%,1009 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2010/6/20,5:00 AM,13 °C,4 °C,45%,1011 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2010/6/20,8:00 AM,17 °C,7 °C,43%,1008 hPa,20 km,Calm,Calm,-,-,,Clear
2010/6/20,11:00 AM,24 °C,12 °C,37%,1005 hPa,20 km,Calm,Calm,-,-,,
2010/6/20,2:00 PM,29 °C,9 °C,19%,999 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2010/6/20,5:00 PM,31 °C,11 °C,19%,995 hPa,20 km,East,7.2 km/h /,-,-,,Mostly Cloudy
2010/6/20,8:00 PM,25 °C,10 °C,29%,1000 hPa,20 km,West,14.4 km/h /,-,-,,Mostly Cloudy
2010/6/20,11:00 PM,21 °C,10 °C,40%,1002 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2010/6/21,2:00 AM,18 °C,8 °C,41%,1004 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2010/6/21,5:00 AM,16 °C,2 °C,26%,1004 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2010/6/21,8:00 AM,20 °C,11 °C,46%,1001 hPa,20 km,West,7.2 km/h /,-,-,,Scattered Clouds
2010/6/21,11:00 AM,26 °C,12 °C,33%,997 hPa,20 km,West,14.4 km/h /,-,-,,Scattered Clouds
2010/6/21,2:00 PM,29 °C,13 °C,28%,994 hPa,20 km,WSW,21.6 km/h /,-,-,,Mostly Cloudy
2010/6/21,5:00 PM,30 °C,12 °C,23%,991 hPa,20 km,SW,14.4 km/h /,-,-,,Mostly Cloudy
2010/6/21,8:00 PM,27 °C,11 °C,26%,991 hPa,20 km,SW,14.4 km/h /,-,-,,Partly Cloudy
2010/6/21,11:00 PM,23 °C,10 °C,31%,994 hPa,20 km,SW,7.2 km/h /,-,-,,Partly Cloudy
2010/6/22,2:00 AM,21 °C,10 °C,35%,996 hPa,20 km,West,7.2 km/h /,-,-,,Partly Cloudy
2010/6/22,5:00 AM,19 °C,8 °C,38%,996 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2010/6/22,8:00 AM,20 °C,9 °C,39%,996 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2010/6/22,11:00 AM,23 °C,11 °C,35%,994 hPa,20 km,West,28.8 km/h /,-,-,,Mostly Cloudy
2010/6/22,2:00 PM,26 °C,12 °C,29%,991 hPa,20 km,West,14.4 km/h /,-,-,,Mostly Cloudy
2010/6/22,5:00 PM,29 °C,12 °C,25%,988 hPa,20 km,NW,7.2 km/h /,-,-,,Partly Cloudy
2010/6/22,8:00 PM,25 °C,12 °C,33%,990 hPa,20 km,West,14.4 km/h /,-,-,Thunderstorm,Light Thunderstorm
2010/6/22,11:00 PM,21 °C,11 °C,38%,995 hPa,20 km,West,7.2 km/h /,-,-,,Scattered Clouds
2010/6/23,2:00 AM,19 °C,9 °C,43%,997 hPa,20 km,West,7.2 km/h /,-,-,,Mostly Cloudy
2010/6/23,5:00 AM,18 °C,8 °C,44%,998 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2010/6/23,8:00 AM,18 °C,9 °C,43%,999 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2010/6/23,11:00 AM,21 °C,9 °C,34%,996 hPa,20 km,West,21.6 km/h /,-,-,,Mostly Cloudy
2010/6/23,2:00 PM,23 °C,8 °C,27%,995 hPa,20 km,West,7.2 km/h /,-,-,,Partly Cloudy
2010/6/23,5:00 PM,23 °C,6 °C,21%,994 hPa,20 km,NW,7.2 km/h /,-,-,,Mostly Cloudy
2010/6/23,8:00 PM,23 °C,9 °C,30%,994 hPa,20 km,NE,7.2 km/h /,-,-,,Mostly Cloudy
2010/6/23,11:00 PM,18 °C,8 °C,42%,998 hPa,10 km,East,7.2 km/h /,-,-,,Mostly Cloudy
2010/6/24,2:00 AM,16 °C,10 °C,59%,1001 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2010/6/24,5:00 AM,13 °C,2 °C,35%,1002 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2010/6/24,8:00 AM,15 °C,1 °C,28%,1001 hPa,20 km,South,7.2 km/h /,-,-,,Mostly Cloudy
2010/6/24,11:00 AM,18 °C,4 °C,28%,999 hPa,20 km,NW,7.2 km/h /,-,-,,Scattered Clouds
2010/6/24,2:00 PM,20 °C,3 °C,20%,997 hPa,20 km,West,7.2 km/h /,-,-,,Partly Cloudy
2010/6/24,5:00 PM,18 °C,4 °C,27%,998 hPa,20 km,NW,7.2 km/h /,-,-,,Mostly Cloudy
2010/6/24,6:00 PM,16 °C,6 °C,39%,1001 hPa,20 km,West,14.4 km/h /,-,-,,Mostly Cloudy
2010/6/24,8:00 PM,16 °C,6 °C,39%,1001 hPa,20 km,West,14.4 km/h /,-,-,,Mostly Cloudy
2010/6/24,11:00 PM,14 °C,7 °C,55%,1002 hPa,20 km,West,7.2 km/h /,-,-,,Mostly Cloudy
2010/6/25,2:00 AM,14 °C,4 °C,40%,1007 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2010/6/25,5:00 AM,12 °C,5 °C,51%,1003 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2010/6/25,8:00 AM,14 °C,6 °C,48%,1001 hPa,20 km,Calm,Calm,-,-,,Overcast
2010/6/25,11:00 AM,16 °C,7 °C,43%,1001 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2010/6/25,2:00 PM,17 °C,7 °C,40%,999 hPa,20 km,Calm,Calm,-,-,,Mostly Cloudy
2010/6/25,5:00 PM,16 °C,2 °C,26%,1001 hPa,10 km,Calm,Calm,-,-,,Overcast
2010/6/25,8:00 PM,12 °C,10 °C,79%,1006 hPa,10 km,Calm,Calm,-,-,Rain,Rain
2010/6/25,11:00 PM,11 °C,8 °C,82%,1006 hPa,20 km,Calm,Calm,-,-,Rain,Rain
2010/6/26,2:00 AM,10 °C,8 °C,83%,1008 hPa,10 km,Calm,Calm,-,-,Rain,Light Rain
2010/6/26,5:00 AM,9 °C,6 °C,77%,1009 hPa,10 km,Calm,Calm,-,-,Rain,Rain
2010/6/26,8:00 AM,9 °C,6 °C,80%,1010 hPa,4 km,West,7.2 km/h /,-,-,Rain,Rain
2010/6/26,11:00 AM,8 °C,7 °C,86%,1012 hPa,4 km,WNW,7.2 km/h /,-,-,Rain,Rain
2010/6/26,2:00 PM,13 °C,6 °C,51%,1008 hPa,20 km,Calm,Calm,-,-,,Partly Cloudy
2010/6/26,5:00 PM,14 °C,7 °C,50%,1009 hPa,20 km,East,7.2 km/h /,-,-,,Partly Cloudy
2010/6/26,8:00 PM,15 °C,6 °C,44%,1008 hPa,20 km,ENE,7.2 km/h /,-,-,,Partly Cloudy
2010/6/26,11:00 PM,12 °C,5 °C,49%,1012 hPa,20 km,Calm,Calm,-,-,,Scattered Clouds
2010/6/27,2:00 AM,10 °C,7 °C,79%,1014 hPa,20 km,Calm,Calm,-,-,,
2010/6/27,5:00 AM,8 °C,6 °C,80%,1015 hPa,20 km,Calm,Calm,-,-,,
2010/6/27,8:00 AM,11 °C,9 °C,88%,1013 hPa,20 km,Calm,Calm,-,-,,
2010/6/27,11:00 AM,14 °C,9 °C,60%,1010 hPa,20 km,NE,7.2 km/h /,-,-,,Scattered Clouds
2010/6/27,2:00 PM,17 °C,8 °C,43%,1006 hPa,20 km,ENE,14.4 km/h /,-,-,,Partly Cloudy
2010/6/27,5:00 PM,20 °C,9 °C,40%,1003 hPa,20 km,East,14.4 km/h /,-,-,,Mostly Cloudy
2010/6/27,8:00 PM,20 °C,5 °C,26%,1001 hPa,20 km,ESE,7.2 km/h /,-,-,,Mostly Cloudy
2010/6/27,11:00 PM,16 °C,8 °C,51%,1005 hPa,20 km,East,14.4 km/h /,-,-,,Mostly Cloudy
